Servo Input, Measured T Pass   (1445-1454, 1485-1495)
1000, 36
1001, 25
1002, 22
1003, 22
1004, 21
1005, 21
1006, 20
1007, 21
1008, 21
1009, 22
1010, 21
1011, 21
1012, 21
1013, 21
1014, 21
1015, 21
1016, 22
1017, 22
1018, 21
1019, 21
1020, 21
1021, 21
1022, 21
1023, 19
1024, 20
1025, 20
1026, 19
1027, 19
1028, 20
1029, 20
1030, 21
1031, 21
1032, 20
1033, 21
1034, 21
1035, 21
1036, 20
1037, 21
1038, 20
1039, 20
1040, 20
1041, 21
1042, 21
1043, 20
1044, 21
1045, 21
1046, 20
1047, 21
1048, 21
1049, 21
1050, 20
1051, 21
1052, 20
1053, 21
1054, 20
1055, 20
1056, 20
1057, 19
1058, 19
1059, 19
1060, 20
1061, 20
1062, 21
1063, 20
1064, 19
1065, 21
1066, 21
1067, 21
1068, 20
1069, 21
1070, 21
1071, 21
1072, 20
1073, 21
1074, 20
1075, 20
1076, 20
1077, 21
1078, 21
1079, 22
1080, 21
1081, 20
1082, 21
1083, 20
1084, 21
1085, 20
1086, 20
1087, 20
1088, 20
1089, 20
1090, 19
1091, 20
1092, 20
1093, 21
1094, 20
1095, 21
1096, 20
1097, 21
1098, 21
1099, 20
1100, 20
1101, 21
1102, 21
1103, 20
1104, 20
1105, 21
1106, 21
1107, 20
1108, 20
1109, 21
1110, 21
1111, 21
1112, 21
1113, 21
1114, 21
1115, 20
1116, 21
1117, 20
1118, 19
1119, 20
1120, 20
1121, 20
1122, 19
1123, 19
1124, 19
1125, 20
1126, 20
1127, 20
1128, 20
1129, 22
1130, 21
1131, 20
1132, 20
1133, 21
1134, 21
1135, 20
1136, 20
1137, 20
1138, 21
1139, 21
1140, 20
1141, 20
1142, 20
1143, 21
1144, 21
1145, 20
1146, 21
1147, 20
1148, 21
1149, 21
1150, 19
1151, 20
1152, 19
1153, 19
1154, 19
1155, 19
1156, 20
1157, 20
1158, 19
1159, 20
1160, 20
1161, 20
1162, 21
1163, 21
1164, 20
1165, 20
1166, 20
1167, 21
1168, 20
1169, 21
1170, 21
1171, 21
1172, 20
1173, 21
1174, 21
1175, 22
1176, 21
1177, 21
1178, 21
1179, 20
1180, 20
1181, 21
1182, 20
1183, 20
1184, 20
1185, 20
1186, 19
1187, 19
1188, 20
1189, 20
1190, 20
1191, 20
1192, 20
1193, 21
1194, 21
1195, 21
1196, 21
1197, 20
1198, 20
1199, 21
1200, 20
1201, 20
1202, 21
1203, 20
1204, 20
1205, 21
1206, 21
1207, 20
1208, 21
1209, 21
1210, 21
1211, 20
1212, 20
1213, 21
1214, 20
1215, 20
1216, 19
1217, 20
1218, 19
1219, 20
1220, 20
1221, 20
1222, 20
1223, 21
1224, 20
1225, 21
1226, 21
1227, 21
1228, 20
1229, 21
1230, 20
1231, 21
1232, 21
1233, 21
1234, 20
1235, 21
1236, 20
1237, 20
1238, 21
1239, 20
1240, 21
1241, 21
1242, 21
1243, 20
1244, 20
1245, 20
1246, 20
1247, 20
1248, 20
1249, 20
1250, 19
1251, 19
1252, 20
1253, 20
1254, 19
1255, 20
1256, 20
1257, 21
1258, 21
1259, 20
1260, 20
1261, 19
1262, 20
1263, 21
1264, 20
1265, 21
1266, 20
1267, 20
1268, 20
1269, 20
1270, 21
1271, 21
1272, 21
1273, 21
1274, 20
1275, 20
1276, 21
1277, 21
1278, 20
1279, 20
1280, 19
1281, 19
1282, 19
1283, 20
1284, 20
1285, 20
1286, 20
1287, 20
1288, 20
1289, 20
1290, 20
1291, 20
1292, 20
1293, 21
1294, 21
1295, 21
1296, 20
1297, 20
1298, 21
1299, 20
1300, 20
1301, 21
1302, 20
1303, 20
1304, 21
1305, 21
1306, 20
1307, 20
1308, 20
1309, 21
1310, 20
1311, 21
1312, 20
1313, 20
1314, 19
1315, 20
1316, 20
1317, 20
1318, 20
1319, 20
1320, 20
1321, 21
1322, 21
1323, 21
1324, 20
1325, 21
1326, 20
1327, 21
1328, 20
1329, 21
1330, 21
1331, 21
1332, 20
1333, 21
1334, 22
1335, 21
1336, 21
1337, 21
1338, 21
1339, 20
1340, 20
1341, 21
1342, 20
1343, 20
1344, 20
1345, 20
1346, 19
1347, 20
1348, 21
1349, 20
1350, 20
1351, 20
1352, 20
1353, 21
1354, 21
1355, 21
1356, 22
1357, 21
1358, 21
1359, 21
1360, 21
1361, 21
1362, 21
1363, 21
1364, 21
1365, 22
